36,192,2000,1,0,0:0:0:0:
256,192,2000,1,0,0:0:0:0:
329,192,2000,1,0,0:0:0:0:
402,192,2000,1,0,0:0:0:0:
475,192,2000,1,0,0:0:0:0:
36,192,2250,1,0,0:0:0:0:
109,192,2250,1,0,0:0:0:0:
256,192,2250,1,0,0:0:0:0:
329,192,2250,1,0,0:0:0:0:
36,192,2375,1,0,0:0:0:0:
256,192,2375,1,0,0:0:0:0:
329,192,2375,1,0,0:0:0:0:
36,192,2500,1,0,0:0:0:0:
109,192,2500,1,0,0:0:0:0:
36,192,2625,1,0,0:0:0:0:
256,192,2625,1,0,0:0:0:0:
329,192,2625,1,0,0:0:0:0:
36,192,2750,1,0,0:0:0:0:
109,192,2750,1,0,0:0:0:0:
36,192,2875,1,0,0:0:0:0:
256,192,2875,1,0,0:0:0:0:
329,192,2875,1,0,0:0:0:0:
36,192,3000,1,0,0:0:0:0:
109,192,3000,1,0,0:0:0:0:
36,192,3125,1,0,0:0:0:0:
256,192,3125,1,0,0:0:0:0:
329,192,3125,1,0,0:0:0:0:
36,192,3250,1,0,0:0:0:0:
109,192,3250,1,0,0:0:0:0:
36,192,3375,1,0,0:0:0:0:
256,192,3375,1,0,0:0:0:0:
329,192,3375,1,0,0:0:0:0:
36,192,3500,1,0,0:0:0:0:
109,192,3500,1,0,0:0:0:0:
36,192,3625,1,0,0:0:0:0:
256,192,3625,1,0,0:0:0:0:
329,192,3625,1,0,0:0:0:0:
402,192,3625,1,0,0:0:0:0:
475,192,3625,1,0,0:0:0:0:
36,192,3750,1,0,0:0:0:0:
109,192,3750,1,0,0:0:0:0:
256,192,3750,1,0,0:0:0:0:
329,192,3750,1,0,0:0:0:0:
36,192,3875,1,0,0:0:0:0:
256,192,3875,1,0,0:0:0:0:
329,192,3875,1,0,0:0:0:0:
36,192,4000,1,0,0:0:0:0:
109,192,4000,1,0,0:0:0:0:
256,192,4000,1,0,0:0:0:0:
329,192,4000,1,0,0:0:0:0:
36,192,4250,1,0,0:0:0:0:
109,192,4250,1,0,0:0:0:0:
256,192,4250,1,0,0:0:0:0:
329,192,4250,1,0,0:0:0:0:
36,192,4375,1,0,0:0:0:0:
256,192,4375,1,0,0:0:0:0:
329,192,4375,1,0,0:0:0:0:
36,192,4500,1,0,0:0:0:0:
109,192,4500,1,0,0:0:0:0:
36,192,4625,1,0,0:0:0:0:
256,192,4625,1,0,0:0:0:0:
329,192,4625,1,0,0:0:0:0:
36,192,4750,1,0,0:0:0:0:
109,192,4750,1,0,0:0:0:0:
36,192,4875,1,0,0:0:0:0:
256,192,4875,1,0,0:0:0:0:
329,192,4875,1,0,0:0:0:0:
36,192,5000,1,0,0:0:0:0:
109,192,5000,1,0,0:0:0:0:
36,192,5125,1,0,0:0:0:0:
256,192,5125,1,0,0:0:0:0:
329,192,5125,1,0,0:0:0:0:
36,192,5250,1,0,0:0:0:0:
109,192,5250,1,0,0:0:0:0:
36,192,5375,1,0,0:0:0:0:
256,192,5375,1,0,0:0:0:0:
329,192,5375,1,0,0:0:0:0:
