256,192,0,5,0,0:0:0:0:
256,192,333,1,0,0:0:0:0:
256,192,666,1,0,0:0:0:0:
256,192,999,1,0,0:0:0:0:
36,192,1000,1,0,0:0:0:0:
36,192,1166,1,0,0:0:0:0:
109,192,1166,1,0,0:0:0:0:
256,192,1166,1,0,0:0:0:0:
36,192,1333,1,0,0:0:0:0:
109,192,1333,1,0,0:0:0:0:
256,192,1333,1,0,0:0:0:0:
329,192,1333,1,0,0:0:0:0:
402,192,1333,1,0,0:0:0:0:
475,192,1333,1,0,0:0:0:0:
109,192,1499,1,0,0:0:0:0:
109,192,1666,1,0,0:0:0:0:
109,192,1833,1,0,0:0:0:0:
36,192,1999,1,0,0:0:0:0:
109,192,1999,1,0,0:0:0:0:
256,192,1999,1,0,0:0:0:0:
329,192,1999,1,0,0:0:0:0:
402,192,1999,1,0,0:0:0:0:
475,192,1999,1,0,0:0:0:0:
109,192,2166,1,0,0:0:0:0:
36,192,2333,1,0,0:0:0:0:
109,192,2333,1,0,0:0:0:0:
256,192,2333,1,0,0:0:0:0:
329,192,2333,1,0,0:0:0:0:
36,192,2499,1,0,0:0:0:0:
109,192,2499,1,0,0:0:0:0:
256,192,2499,1,0,0:0:0:0:
329,192,2499,1,0,0:0:0:0:
402,192,2499,1,0,0:0:0:0:
36,192,2666,1,0,0:0:0:0:
109,192,2666,1,0,0:0:0:0:
256,192,2666,1,0,0:0:0:0:
329,192,2666,1,0,0:0:0:0:
475,192,2666,1,0,0:0:0:0:
402,192,2666,1,0,0:0:0:0:
109,192,2833,1,0,0:0:0:0:
109,192,2999,1,0,0:0:0:0:
36,192,3166,1,0,0:0:0:0:
109,192,3166,1,0,0:0:0:0:
256,192,3166,1,0,0:0:0:0:
329,192,3166,1,0,0:0:0:0:
402,192,3166,1,0,0:0:0:0:
475,192,3166,1,0,0:0:0:0:
36,192,3333,1,0,0:0:0:0:
109,192,3333,1,0,0:0:0:0:
36,192,3499,1,0,0:0:0:0:
109,192,3499,1,0,0:0:0:0:
256,192,3499,1,0,0:0:0:0:
475,192,3499,1,0,0:0:0:0:
402,192,3499,1,0,0:0:0:0:
329,192,3499,1,0,0:0:0:0:
36,192,3666,1,0,0:0:0:0:
109,192,3666,1,0,0:0:0:0:
256,192,3666,1,0,0:0:0:0:
402,192,3666,1,0,0:0:0:0:
329,192,3666,1,0,0:0:0:0:
36,192,3833,1,0,0:0:0:0:
109,192,3833,1,0,0:0:0:0:
256,192,3833,1,0,0:0:0:0:
329,192,3833,1,0,0:0:0:0:
36,192,3999,1,0,0:0:0:0:
109,192,3999,1,0,0:0:0:0:
256,192,3999,1,0,0:0:0:0:
329,192,3999,1,0,0:0:0:0:
109,192,4166,1,0,0:0:0:0:
36,192,4333,1,0,0:0:0:0:
109,192,4333,1,0,0:0:0:0:
256,192,4333,1,0,0:0:0:0:
329,192,4333,1,0,0:0:0:0:
402,192,4333,1,0,0:0:0:0:
475,192,4333,1,0,0:0:0:0:
36,192,4666,1,0,0:0:0:0:
109,192,4666,1,0,0:0:0:0:
256,192,4666,1,0,0:0:0:0:
329,192,4666,1,0,0:0:0:0:
36,192,4999,1,0,0:0:0:0:
109,192,4999,1,0,0:0:0:0:
256,192,4999,1,0,0:0:0:0:
329,192,4999,1,0,0:0:0:0:
36,192,5166,1,0,0:0:0:0:
109,192,5166,1,0,0:0:0:0:
256,192,5166,1,0,0:0:0:0:
402,192,5166,1,0,0:0:0:0:
329,192,5166,1,0,0:0:0:0:
36,192,5333,1,0,0:0:0:0:
109,192,5333,1,0,0:0:0:0:
256,192,5333,1,0,0:0:0:0:
329,192,5333,1,0,0:0:0:0:
36,192,5666,1,0,0:0:0:0:
109,192,5666,1,0,0:0:0:0:
256,192,5666,1,0,0:0:0:0:
329,192,5666,1,0,0:0:0:0:
402,192,5666,1,0,0:0:0:0:
475,192,5666,1,0,0:0:0:0:
36,192,5999,1,0,0:0:0:0:
109,192,5999,1,0,0:0:0:0:
256,192,5999,1,0,0:0:0:0:
329,192,5999,1,0,0:0:0:0:
402,192,5999,1,0,0:0:0:0:
475,192,5999,1,0,0:0:0:0:
109,192,6333,1,0,0:0:0:0:
109,192,6416,1,0,0:0:0:0:
109,192,6499,1,0,0:0:0:0:
109,192,6583,1,0,0:0:0:0:
36,192,6666,1,0,0:0:0:0:
109,192,6666,1,0,0:0:0:0:
256,192,6666,1,0,0:0:0:0:
329,192,6666,1,0,0:0:0:0:
402,192,6666,1,0,0:0:0:0:
36,192,6833,1,0,0:0:0:0:
109,192,6833,1,0,0:0:0:0:
256,192,6833,1,0,0:0:0:0:
329,192,6833,1,0,0:0:0:0:
36,192,6999,1,0,0:0:0:0:
109,192,6999,1,0,0:0:0:0:
256,192,6999,1,0,0:0:0:0:
329,192,6999,1,0,0:0:0:0:
402,192,6999,1,0,0:0:0:0:
36,192,7166,1,0,0:0:0:0:
109,192,7166,1,0,0:0:0:0:
256,192,7166,1,0,0:0:0:0:
329,192,7166,1,0,0:0:0:0:
36,192,7333,1,0,0:0:0:0:
109,192,7333,1,0,0:0:0:0:
36,192,7499,1,0,0:0:0:0:
109,192,7499,1,0,0:0:0:0:
256,192,7499,1,0,0:0:0:0:
329,192,7499,1,0,0:0:0:0:
402,192,7499,1,0,0:0:0:0:
36,192,7666,1,0,0:0:0:0:
109,192,7666,1,0,0:0:0:0:
36,192,7833,1,0,0:0:0:0:
109,192,7833,1,0,0:0:0:0:
256,192,7833,1,0,0:0:0:0:
329,192,7833,1,0,0:0:0:0:
402,192,7833,1,0,0:0:0:0:
36,192,7999,1,0,0:0:0:0:
109,192,7999,1,0,0:0:0:0:
36,192,8166,1,0,0:0:0:0:
109,192,8166,1,0,0:0:0:0:
256,192,8166,1,0,0:0:0:0:
329,192,8166,1,0,0:0:0:0:
402,192,8166,1,0,0:0:0:0:
36,192,8333,1,0,0:0:0:0:
109,192,8333,1,0,0:0:0:0:
256,192,8333,1,0,0:0:0:0:
329,192,8333,1,0,0:0:0:0:
36,192,8499,1,0,0:0:0:0:
109,192,8499,1,0,0:0:0:0:
256,192,8499,1,0,0:0:0:0:
329,192,8499,1,0,0:0:0:0:
402,192,8499,1,0,0:0:0:0:
36,192,8666,1,0,0:0:0:0:
109,192,8666,1,0,0:0:0:0:
36,192,8833,1,0,0:0:0:0:
109,192,8833,1,0,0:0:0:0:
256,192,8833,1,0,0:0:0:0:
329,192,8833,1,0,0:0:0:0:
36,192,8999,1,0,0:0:0:0:
109,192,8999,1,0,0:0:0:0:
36,192,9166,1,0,0:0:0:0:
109,192,9166,1,0,0:0:0:0:
36,192,9333,1,0,0:0:0:0:
109,192,9333,1,0,0:0:0:0:
256,192,9333,1,0,0:0:0:0:
329,192,9333,1,0,0:0:0:0:
36,192,9499,1,0,0:0:0:0:
109,192,9499,1,0,0:0:0:0:
256,192,9499,1,0,0:0:0:0:
329,192,9499,1,0,0:0:0:0:
402,192,9499,1,0,0:0:0:0:
36,192,9666,1,0,0:0:0:0:
109,192,9666,1,0,0:0:0:0:
256,192,9666,1,0,0:0:0:0:
329,192,9666,1,0,0:0:0:0:
402,192,9666,1,0,0:0:0:0:
36,192,9833,1,0,0:0:0:0:
109,192,9833,1,0,0:0:0:0:
256,192,9833,1,0,0:0:0:0:
329,192,9833,1,0,0:0:0:0:
36,192,9999,1,0,0:0:0:0:
109,192,9999,1,0,0:0:0:0:
36,192,10166,1,0,0:0:0:0:
109,192,10166,1,0,0:0:0:0:
